Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,PracticeSport,IsFirstChild,NrSiblings,WklyStudyHours,MathScore,ReadingScore,WritingScore,AverageScore,Passed
male,group A,high school,free/reduced,none,never,no,3.0,5 - 10,70,72,73,71.66666666666667,1
male,group D,some high school,standard,none,regularly,no,1.0,5 - 10,65,64,63,64.0,1
male,group D,some high school,standard,completed,sometimes,no,2.0,< 5,66,63,67,65.33333333333333,1
female,group D,some high school,standard,completed,sometimes,yes,,5 - 10,74,80,82,78.66666666666667,1
female,group C,high school,free/reduced,none,regularly,no,1.0,> 10,63,73,70,68.66666666666667,1
male,group B,bachelor's degree,standard,none,sometimes,no,1.0,< 5,75,76,76,75.66666666666667,1
male,group A,bachelor's degree,free/reduced,none,sometimes,yes,3.0,5 - 10,68,66,62,65.33333333333333,1
male,group C,high school,standard,completed,sometimes,yes,3.0,> 10,65,59,66,63.333333333333336,1
female,,master's degree,free/reduced,none,,no,2.0,> 10,92,95,91,92.66666666666667,1
female,group B,some college,free/reduced,completed,sometimes,no,2.0,5 - 10,62,83,80,75.0,1
female,group C,high school,standard,none,regularly,no,5.0,> 10,72,75,66,71.0,1
female,group A,some college,free/reduced,none,never,no,1.0,> 10,58,63,60,60.333333333333336,1
male,group D,,standard,completed,sometimes,no,1.0,5 - 10,76,72,73,73.66666666666667,1
male,group C,associate's degree,standard,none,sometimes,yes,2.0,< 5,64,56,49,56.333333333333336,1
female,group B,some college,standard,completed,sometimes,yes,1.0,5 - 10,85,94,89,89.33333333333333,1
male,group C,some college,free/reduced,completed,never,yes,3.0,< 5,73,79,72,74.66666666666667,1
male,group A,associate's degree,standard,none,sometimes,yes,3.0,5 - 10,78,81,77,78.66666666666667,1
male,group C,high school,standard,none,sometimes,yes,2.0,,85,73,77,78.33333333333333,1
male,group B,bachelor's degree,standard,,sometimes,yes,0.0,5 - 10,90,94,86,90.0,1
female,group D,associate's degree,standard,none,regularly,yes,2.0,5 - 10,91,100,100,97.0,1
male,group C,associate's degree,free/reduced,none,regularly,yes,2.0,5 - 10,45,45,44,44.666666666666664,0
female,group A,some high school,standard,none,regularly,no,3.0,5 - 10,64,62,57,61.0,1
female,group D,some high school,standard,none,regularly,yes,2.0,5 - 10,58,66,63,62.333333333333336,1
male,,high school,standard,none,sometimes,no,1.0,5 - 10,83,75,74,77.33333333333333,1
female,group C,some high school,standard,none,sometimes,yes,2.0,5 - 10,62,63,66,63.666666666666664,1
male,,high school,standard,,regularly,yes,5.0,> 10,37,41,37,38.333333333333336,0
female,group D,high school,free/reduced,none,regularly,yes,1.0,5 - 10,45,63,59,55.666666666666664,1
male,group E,high school,standard,none,regularly,yes,2.0,< 5,71,59,62,64.0,1
male,group E,bachelor's degree,standard,completed,never,no,3.0,5 - 10,97,95,95,95.66666666666667,1
female,,associate's degree,standard,none,never,no,1.0,5 - 10,52,64,65,60.333333333333336,1
female,group C,high school,standard,completed,sometimes,yes,7.0,< 5,77,91,91,86.33333333333333,1
male,group C,some college,free/reduced,none,regularly,yes,0.0,< 5,62,62,56,60.0,1
male,group D,high school,free/reduced,none,sometimes,yes,3.0,5 - 10,69,62,61,64.0,1
female,group B,associate's degree,standard,none,,yes,4.0,< 5,68,86,79,77.66666666666667,1
male,group D,some college,standard,completed,sometimes,yes,1.0,> 10,86,72,73,77.0,1
female,group C,master's degree,free/reduced,none,sometimes,no,4.0,> 10,64,83,83,76.66666666666667,1
female,group C,some high school,free/reduced,none,regularly,yes,1.0,< 5,31,36,30,32.333333333333336,0
female,group C,bachelor's degree,standard,completed,sometimes,yes,2.0,5 - 10,86,89,100,91.66666666666667,1
female,group E,associate's degree,standard,none,regularly,yes,1.0,5 - 10,54,69,61,61.333333333333336,1
female,group D,some high school,free/reduced,completed,sometimes,no,5.0,5 - 10,57,67,68,64.0,1
male,group D,some high school,standard,completed,regularly,no,5.0,> 10,69,66,73,69.33333333333333,1
male,group C,some college,free/reduced,completed,sometimes,no,1.0,5 - 10,68,62,58,62.666666666666664,1
male,group D,bachelor's degree,standard,completed,sometimes,no,4.0,5 - 10,83,86,90,86.33333333333333,1
female,group C,master's degree,free/reduced,none,sometimes,,1.0,< 5,35,42,46,41.0,0
male,group A,master's degree,standard,none,sometimes,yes,7.0,5 - 10,80,78,78,78.66666666666667,1
female,group C,some college,standard,none,sometimes,yes,4.0,< 5,56,80,80,72.0,1
male,group D,bachelor's degree,free/reduced,none,regularly,yes,3.0,5 - 10,86,94,84,88.0,1
male,group D,associate's degree,standard,completed,never,yes,3.0,,60,56,63,59.666666666666664,1
male,group D,some college,standard,completed,regularly,no,3.0,,89,78,78,81.66666666666667,1
male,group D,some college,free/reduced,completed,regularly,no,2.0,5 - 10,83,77,78,79.33333333333333,1
male,group D,high school,free/reduced,completed,sometimes,yes,2.0,< 5,57,51,48,52.0,1
female,group C,some college,standard,completed,regularly,yes,1.0,< 5,80,87,90,85.66666666666667,1
male,group D,high school,free/reduced,none,sometimes,yes,2.0,5 - 10,64,59,57,60.0,1
male,group C,some high school,standard,none,sometimes,yes,1.0,< 5,50,39,42,43.666666666666664,0
female,,associate's degree,standard,completed,sometimes,yes,4.0,5 - 10,57,63,72,64.0,1
male,group C,some high school,free/reduced,none,regularly,yes,1.0,5 - 10,60,54,48,54.0,1
male,group C,master's degree,standard,none,sometimes,yes,4.0,5 - 10,69,66,67,67.33333333333333,1
female,group B,high school,standard,none,sometimes,yes,1.0,< 5,28,40,41,36.333333333333336,0
female,group E,associate's degree,standard,,regularly,,0.0,> 10,84,78,78,80.0,1
male,group A,high school,standard,completed,regularly,no,4.0,5 - 10,93,83,87,87.66666666666667,1
female,group D,bachelor's degree,free/reduced,completed,regularly,yes,2.0,5 - 10,73,93,91,85.66666666666667,1
male,group C,high school,standard,none,sometimes,yes,1.0,,86,84,84,84.66666666666667,1
female,group D,associate's degree,free/reduced,none,sometimes,yes,4.0,5 - 10,30,42,40,37.333333333333336,0
female,group B,associate's degree,standard,none,regularly,no,1.0,< 5,61,64,56,60.333333333333336,1
male,group C,high school,standard,none,regularly,no,6.0,5 - 10,94,88,85,89.0,1
female,group C,associate's degree,standard,none,regularly,no,5.0,5 - 10,78,87,84,83.0,1
female,group D,some high school,standard,completed,regularly,no,2.0,< 5,60,69,73,67.33333333333333,1
female,group A,high school,standard,none,sometimes,yes,0.0,5 - 10,72,88,88,82.66666666666667,1
male,group C,some college,standard,none,never,yes,5.0,5 - 10,36,35,39,36.666666666666664,0
male,group C,some high school,standard,none,sometimes,yes,0.0,5 - 10,69,56,56,60.333333333333336,1
female,group C,bachelor's degree,standard,none,regularly,no,1.0,< 5,68,65,72,68.33333333333333,1
female,group D,high school,standard,completed,sometimes,yes,4.0,> 10,81,79,87,82.33333333333333,1
male,group D,high school,free/reduced,none,regularly,no,1.0,5 - 10,62,56,57,58.333333333333336,1
male,group C,,free/reduced,completed,sometimes,yes,,> 10,42,51,48,47.0,0
male,group E,some college,free/reduced,completed,regularly,no,1.0,5 - 10,62,44,48,51.333333333333336,1
male,group D,some college,free/reduced,none,regularly,yes,1.0,5 - 10,41,40,45,42.0,0
male,group B,bachelor's degree,standard,none,regularly,yes,3.0,> 10,71,66,56,64.33333333333333,1
male,group D,associate's degree,standard,completed,sometimes,yes,2.0,< 5,97,91,98,95.33333333333333,1
female,group D,bachelor's degree,standard,completed,sometimes,yes,2.0,< 5,58,67,77,67.33333333333333,1
female,group B,some college,standard,none,never,yes,2.0,> 10,61,64,66,63.666666666666664,1
female,,bachelor's degree,standard,none,sometimes,yes,5.0,> 10,91,94,100,95.0,1
male,group C,some college,standard,completed,regularly,no,4.0,5 - 10,85,78,80,81.0,1
male,group C,some college,standard,none,sometimes,no,4.0,5 - 10,62,51,52,55.0,1
male,group C,high school,standard,none,never,yes,2.0,< 5,79,81,74,78.0,1
female,group C,bachelor's degree,standard,completed,regularly,yes,3.0,< 5,72,83,80,78.33333333333333,1
male,group B,associate's degree,standard,completed,regularly,,1.0,5 - 10,76,68,74,72.66666666666667,1
female,group B,some high school,free/reduced,completed,sometimes,yes,1.0,> 10,42,61,61,54.666666666666664,1
male,group E,some college,standard,,regularly,yes,3.0,5 - 10,89,73,73,78.33333333333333,1
male,group D,some college,standard,completed,regularly,yes,1.0,> 10,86,78,82,82.0,1
male,group D,some high school,standard,none,sometimes,no,2.0,< 5,62,57,52,57.0,1
male,group E,master's degree,free/reduced,completed,regularly,yes,1.0,5 - 10,97,86,88,90.33333333333333,1
male,group C,high school,standard,none,regularly,no,4.0,5 - 10,61,58,51,56.666666666666664,1
male,group C,,free/reduced,completed,regularly,no,2.0,< 5,39,45,50,44.666666666666664,0
male,group C,high school,free/reduced,none,regularly,yes,3.0,5 - 10,42,41,37,40.0,0
male,group C,master's degree,standard,none,sometimes,no,1.0,< 5,84,88,87,86.33333333333333,1
male,group E,associate's degree,free/reduced,completed,sometimes,yes,4.0,> 10,54,49,54,52.333333333333336,1
female,group B,some college,standard,none,never,yes,0.0,5 - 10,76,82,82,80.0,1
female,group C,some college,standard,none,sometimes,yes,2.0,< 5,57,72,74,67.66666666666667,1
male,group B,high school,standard,completed,sometimes,no,1.0,> 10,75,70,69,71.33333333333333,1
male,group B,associate's degree,free/reduced,none,sometimes,yes,3.0,< 5,73,76,72,73.66666666666667,1
female,group B,associate's degree,standard,none,sometimes,no,1.0,5 - 10,66,74,69,69.66666666666667,1
female,group D,some college,free/reduced,none,never,yes,1.0,< 5,65,71,66,67.33333333333333,1
female,group E,some college,free/reduced,completed,sometimes,yes,3.0,5 - 10,61,71,73,68.33333333333333,1
male,group C,associate's degree,standard,,never,yes,1.0,< 5,72,60,53,61.666666666666664,1
male,group C,some college,standard,none,regularly,no,4.0,< 5,66,54,53,57.666666666666664,1
female,group C,bachelor's degree,free/reduced,completed,regularly,no,4.0,5 - 10,53,62,73,62.666666666666664,1
male,group B,some college,standard,none,regularly,yes,4.0,5 - 10,96,80,77,84.33333333333333,1
male,group A,associate's degree,standard,completed,sometimes,yes,3.0,,63,60,68,63.666666666666664,1
male,group C,,standard,none,sometimes,yes,7.0,5 - 10,88,83,75,82.0,1
female,group A,bachelor's degree,standard,completed,sometimes,yes,2.0,5 - 10,60,70,74,68.0,1
female,group D,some college,standard,,sometimes,no,2.0,5 - 10,68,79,81,76.0,1
male,group B,some college,standard,none,regularly,yes,5.0,> 10,83,78,73,78.0,1
female,group E,some college,free/reduced,none,regularly,yes,2.0,5 - 10,71,71,64,68.66666666666667,1
female,group B,some college,free/reduced,none,regularly,no,1.0,5 - 10,50,59,62,57.0,1
male,group B,associate's degree,free/reduced,none,sometimes,no,1.0,< 5,60,63,50,57.666666666666664,1
male,group B,bachelor's degree,standard,none,sometimes,yes,2.0,5 - 10,100,92,87,93.0,1
female,group C,some high school,standard,none,never,yes,7.0,5 - 10,55,65,63,61.0,1
female,group D,high school,standard,completed,regularly,no,2.0,> 10,77,82,96,85.0,1
female,group D,associate's degree,free/reduced,none,sometimes,no,2.0,< 5,65,73,75,71.0,1
female,group E,some college,standard,none,regularly,no,2.0,5 - 10,97,97,98,97.33333333333333,1
female,group E,high school,standard,,sometimes,no,5.0,5 - 10,49,50,54,51.0,1
female,group B,high school,free/reduced,none,sometimes,,1.0,< 5,65,77,80,74.0,1
male,group D,some college,standard,completed,regularly,no,1.0,5 - 10,72,63,68,67.66666666666667,1
male,group B,master's degree,free/reduced,none,regularly,no,3.0,> 10,60,57,59,58.666666666666664,1
male,group C,associate's degree,free/reduced,none,regularly,yes,3.0,5 - 10,81,84,74,79.66666666666667,1
male,group C,associate's degree,standard,none,never,no,4.0,5 - 10,50,42,39,43.666666666666664,0
female,group C,some college,standard,none,sometimes,no,3.0,> 10,71,75,76,74.0,1
male,group B,,free/reduced,none,sometimes,yes,2.0,5 - 10,58,55,53,55.333333333333336,1
male,group C,high school,standard,none,sometimes,no,3.0,5 - 10,52,60,56,56.0,1
male,group D,bachelor's degree,standard,none,sometimes,no,3.0,5 - 10,60,65,62,62.333333333333336,1
female,group B,master's degree,free/reduced,none,regularly,no,2.0,< 5,36,48,47,43.666666666666664,0
male,,some high school,standard,none,sometimes,yes,3.0,5 - 10,62,68,62,64.0,1
male,group D,bachelor's degree,free/reduced,none,sometimes,yes,3.0,> 10,45,38,31,38.0,0
male,group E,some college,standard,,regularly,yes,0.0,< 5,55,45,45,48.333333333333336,0
female,,some high school,standard,none,sometimes,yes,1.0,> 10,82,74,73,76.33333333333333,1
female,group D,high school,standard,none,sometimes,yes,1.0,5 - 10,78,93,97,89.33333333333333,1
male,group C,high school,free/reduced,none,sometimes,yes,3.0,5 - 10,54,47,43,48.0,0
male,,associate's degree,standard,none,,no,3.0,5 - 10,69,47,49,55.0,1
female,group C,high school,standard,none,regularly,yes,4.0,5 - 10,58,66,64,62.666666666666664,1
male,group E,bachelor's degree,standard,none,regularly,yes,3.0,< 5,99,83,81,87.66666666666667,1
female,group E,master's degree,standard,none,sometimes,yes,2.0,5 - 10,75,76,79,76.66666666666667,1
female,group D,some high school,free/reduced,none,regularly,yes,0.0,< 5,78,79,79,78.66666666666667,1
male,group C,high school,free/reduced,none,sometimes,yes,2.0,< 5,42,59,49,50.0,0
female,group D,master's degree,standard,none,sometimes,yes,2.0,5 - 10,75,85,83,81.0,1
male,group E,high school,standard,none,sometimes,yes,,5 - 10,70,64,57,63.666666666666664,1
male,group C,bachelor's degree,standard,,sometimes,yes,1.0,5 - 10,70,66,68,68.0,1
male,group E,some college,standard,none,regularly,no,7.0,< 5,99,88,84,90.33333333333333,1
female,,some college,free/reduced,completed,regularly,no,1.0,5 - 10,72,72,84,76.0,1
male,group D,some high school,standard,none,regularly,yes,1.0,5 - 10,89,73,69,77.0,1
male,group C,associate's degree,standard,none,sometimes,yes,2.0,5 - 10,58,53,57,56.0,1
female,group C,some college,standard,none,regularly,yes,1.0,5 - 10,63,76,80,73.0,1
male,group D,some high school,free/reduced,none,sometimes,no,3.0,5 - 10,64,70,67,67.0,1
female,group C,bachelor's degree,free/reduced,none,sometimes,yes,2.0,5 - 10,49,62,61,57.333333333333336,1
male,group D,some college,standard,none,never,yes,4.0,5 - 10,56,58,59,57.666666666666664,1
female,group B,some high school,standard,none,sometimes,no,1.0,5 - 10,71,74,73,72.66666666666667,1
male,group B,associate's degree,free/reduced,completed,regularly,no,2.0,5 - 10,69,62,65,65.33333333333333,1
male,group E,associate's degree,standard,completed,sometimes,yes,2.0,< 5,87,84,81,84.0,1
female,group C,some high school,standard,none,sometimes,no,2.0,5 - 10,65,79,72,72.0,1
female,group A,some high school,standard,completed,regularly,yes,5.0,5 - 10,78,78,79,78.33333333333333,1
female,group C,some college,free/reduced,completed,regularly,yes,1.0,5 - 10,61,86,79,75.33333333333333,1
female,group C,some college,standard,completed,sometimes,yes,0.0,5 - 10,72,79,76,75.66666666666667,1
female,group B,some high school,standard,none,sometimes,yes,1.0,< 5,71,88,81,80.0,1
male,group D,associate's degree,standard,,never,yes,2.0,,61,58,59,59.333333333333336,1
male,group C,some high school,free/reduced,completed,sometimes,yes,2.0,5 - 10,49,44,40,44.333333333333336,0
female,group D,high school,standard,none,,yes,4.0,5 - 10,42,60,53,51.666666666666664,1
male,group D,some high school,standard,completed,never,no,,5 - 10,80,81,74,78.33333333333333,1
female,group A,some high school,free/reduced,none,never,yes,3.0,> 10,44,58,58,53.333333333333336,1
female,group D,associate's degree,standard,none,regularly,yes,0.0,< 5,60,68,75,67.66666666666667,1
male,group B,some college,free/reduced,,regularly,yes,4.0,5 - 10,53,54,56,54.333333333333336,1
female,group B,associate's degree,free/reduced,none,sometimes,no,1.0,5 - 10,41,53,51,48.333333333333336,0
female,group B,some high school,standard,completed,sometimes,yes,,5 - 10,50,54,65,56.333333333333336,1
male,group E,some high school,standard,none,sometimes,yes,3.0,< 5,71,60,51,60.666666666666664,1
male,group D,associate's degree,standard,none,sometimes,yes,2.0,< 5,70,76,72,72.66666666666667,1
male,group B,bachelor's degree,free/reduced,none,sometimes,no,2.0,> 10,57,47,53,52.333333333333336,1
female,group E,bachelor's degree,standard,none,sometimes,no,2.0,5 - 10,88,90,85,87.66666666666667,1
female,group B,associate's degree,standard,completed,,yes,1.0,< 5,55,73,71,66.33333333333333,1
male,group C,associate's degree,free/reduced,none,sometimes,yes,2.0,5 - 10,52,50,45,49.0,0
male,group B,associate's degree,free/reduced,none,sometimes,no,2.0,< 5,50,53,49,50.666666666666664,1
male,group A,some high school,standard,completed,regularly,yes,,> 10,100,94,97,97.0,1
female,group B,some college,free/reduced,none,sometimes,yes,4.0,5 - 10,53,56,60,56.333333333333336,1
male,group C,some college,free/reduced,none,regularly,yes,2.0,< 5,51,46,43,46.666666666666664,0
male,group A,associate's degree,free/reduced,completed,sometimes,no,1.0,5 - 10,48,53,52,51.0,1
